track_name,artist_name,artist_count,date_released,streams,bpm,key,danceability,valence,energy,acousticness,spotify_url
"jealousy, jealousy",Olivia Rodrigo,1,21/05/2021,665765558,164,A#,70,71,58,24,https://open.spotify.com/track/0MMyJUC3WNnFS1lit5pTjk?si=c336887a7b33408e
Demasiadas Mujeres,C. Tangana,1,08/10/2020,339473453,126,A,67,37,46,13,https://open.spotify.com/track/3GaGWoU1KfVqgl7vnRHP55?si=7804eddc9cfe4e3c
Something Just Like This,"The Chainsmokers, Coldplay",2,22/02/2017,2204080728,103,B,61,47,65,3,https://open.spotify.com/track/1dNIEtp7AY3oDAKCGg2XkH?si=974e8477cd8644c1
Closer,"The Chainsmokers, Halsey",2,31/05/2016,2591224264,95,G#,75,64,52,41,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw?si=999f966d4ac24f6e
O.O,NMIXX,1,22/02/2022,135444283,200,B,39,28,77,4,https://open.spotify.com/track/44zfpg3ndtGESsgpTbWeyE?si=e2cc416fbb304c12
Tom's Diner,"AnnenMayKantereit, Giant Rooks",2,28/06/2019,236872197,98,F#,68,33,43,38,https://open.spotify.com/track/0oA9wBGDY4uyILLg4GymWP?si=560d5c58c58247f9
First Class,Jack Harlow,1,08/04/2022,694525298,107,G#,91,32,56,3,https://open.spotify.com/track/0wHFktze2PHC5jDt3B17DC?si=afff9dc4cb0945c9
Fuera del mercado,Danny Ocean,1,17/02/2022,421365166,92,G#,45,27,67,32,https://open.spotify.com/track/1UdzJEpgJxtuXAlCOvD4S0?si=a2d850c24adf4100
When You're Gone,Shawn Mendes,1,31/03/2022,255120451,147,F,60,58,69,2,https://open.spotify.com/track/0U1W2LZVUX7qTm7dDpqxh6?si=cd99986fe979470a
In My Head,Lil Tjay,1,01/04/2022,190981339,143,C#,68,41,55,16,https://open.spotify.com/track/3bne7Qit5AbHkX6kWDItYP?si=93452987e4014499
Wait a Minute!,Willow,1,11/01/2015,924193303,101,D#,76,63,71,3,https://open.spotify.com/track/0y60itmpH0aPKsFiGxmtnh?si=0a7e9f1628dc4337
LOVE DIVE,IVE,1,05/04/2022,305771063,118,C#,70,54,71,0,https://open.spotify.com/track/0Q5VnK2DYzRyfqQRJuUtvi?si=148dd7fbb479490d
Pantysito,"Feid, Alejo, Robi",3,18/03/2022,273005485,98,G,83,63,74,14,https://open.spotify.com/track/4srcMdbm2qzVG98tJajHxp?si=7f821357856e4577
Chance,Paulo Londra,1,06/04/2022,89566512,138,C#,72,22,46,24,https://open.spotify.com/track/0JsMgWcyHB11of0NhNgE9c?si=ad30a6dfdecd4491
Cool for the Summer,Demi Lovato,1,01/01/2015,677389855,114,F,59,30,62,1,https://open.spotify.com/track/3uwnnTQcHM1rDqSfA4gQNz?si=7cc8b2deab644828
psychofreak (feat. WILLOW),"Camila Cabello, Willow",2,07/04/2022,75476209,180,G,63,45,64,34,https://open.spotify.com/track/705dwKmZCd7ImAUyyD6Mpm?si=72339006ac9d4c44
Angel Baby,Troye Sivan,1,09/09/2021,408843328,145,B,56,41,57,1,https://open.spotify.com/track/2m6Ko3CY1qXNNja8AlugNc?si=201008a983ef4f66
Si Quieren Frontear,"De La Ghetto, Duki, Quevedo",3,31/03/2022,178512385,82,A#,79,48,84,13,https://open.spotify.com/track/6bQ5823aHmFVKLZW8E7rRo?si=279e39c14f1648b3
Right On,Lil Baby,1,08/04/2022,101780047,166,D,70,22,61,2,https://open.spotify.com/track/6ws54n2IzyrIxxyzlG2bVJ?si=51891401d034442e
That's Hilarious,Charlie Puth,1,08/04/2022,146363130,108,F#,71,55,44,74,https://open.spotify.com/track/0wPKDeY4fZXT6k9bzV0kx0?si=e56f7b19f1ce4acf
Soy El Unico,Yahritza Y Su Esencia,1,25/03/2022,126443991,84,E,71,63,45,45,https://open.spotify.com/track/4pKhxDtzoLPVy4GzW1ibAz?si=d231fc592b284685
Falling,Harry Styles,1,13/12/2019,1023187129,110,E,57,6,27,84,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp?si=dda804de2bcf476d
Sigue,"Ed Sheeran, J Balvin",2,24/11/1996,106933107,88,G,89,59,64,5,https://open.spotify.com/track/0bBd6K5X4W7t9GyXcaVOA7?si=240af95c5a5b4ffe
Fim de Semana no Rio,teto,1,30/03/2022,139193812,119,C#,87,28,50,12,https://open.spotify.com/track/7afaZ37wJJL6880z1NRgJS?si=47bb3dcef6f64ee6
MANIAC,Stray Kids,1,18/03/2022,212234990,120,C#,58,71,80,15,https://open.spotify.com/track/63irPUP3xB74fHdw1Aw9zR?si=dc0af78633264b5b
There's Nothing Holdin' Me Back,Shawn Mendes,1,23/09/2016,1714490998,122,D,86,97,80,36,https://open.spotify.com/track/7JJmb5XwzOO8jgpou264Ml?si=7654d4ae9e0540d0
IDGAF (with blackbear),"Blackbear, BoyWithUke",2,18/03/2022,197643795,98,F,78,83,75,41,https://open.spotify.com/track/6Jrdb6CFOJEGaHjaa6c4WR?si=cc9963fa0a6c497f
Golden,Harry Styles,1,13/12/2019,807015863,140,E,45,25,84,21,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl?si=26649ab85e6149de
Get Lucky - Radio Edit,"Pharrell Williams, Nile Rodgers, Daft Punk",3,01/01/2013,933815613,116,F#,79,87,81,4,https://open.spotify.com/track/2Foc5Q5nqNiosCNqttzHof?si=0d192109db7c4290
Ain't Shit,Doja Cat,1,25/06/2021,499710590,124,D#,86,62,49,51,https://open.spotify.com/track/5lAnYvAIkSDNXqfo7DyFUm?si=008e2ddc36ff4fd0
"Nobody Like U - From ""Turning Red""","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixar���s Turning Red), Topher Ngo, Grayson Vill",6,25/02/2022,120847157,105,A,91,73,72,13,https://open.spotify.com/track/3CdGGCXOTueBItlcUPkJWA?si=967b129376c64f90
Still Life,BIGBANG,1,05/04/2022,53909146,118,G#,68,24,58,44,https://open.spotify.com/track/3TSLqZssCoCdDlMhCJ08XW?si=bc1ca09b464f4452
Photograph,Ed Sheeran,1,20/06/2014,2236667932,108,E,61,20,38,61,https://open.spotify.com/track/1HNkqx9Ahdgi1Ixy2xkKkL?si=5cfa87cfb5c44b16
Love Yourself,Justin Bieber,1,09/11/2015,2123309722,100,E,61,53,38,84,https://open.spotify.com/track/50kpGaPAhYJ3sGmk6vplg0?si=7093ff799a9847a5
N95,Kendrick Lamar,1,13/05/2022,301242089,140,D#,81,39,66,38,https://open.spotify.com/track/0fX4oNGBWO3dSGUZcVdVV2?si=f69462dc35064f01
About Damn Time,Lizzo,1,14/04/2022,723894473,109,A#,84,72,74,10,https://open.spotify.com/track/1PckUlxKqWQs3RlWXVBLw3?si=bae733de17794280
Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",3,13/05/2022,237351106,101,C#,78,40,74,36,https://open.spotify.com/track/2g6tReTlM2Akp41g0HaeXN?si=526bc58ec69a4664
United In Grief,Kendrick Lamar,1,13/05/2022,156898322,87,G#,52,32,83,24,https://open.spotify.com/track/5Gt9bxniM1SxN61yRzRhXL?si=7f6c80e2a37a4db2
Father Time (feat. Sampha),"Kendrick Lamar, Sampha",2,13/05/2022,127309180,153,A#,55,50,78,19,https://open.spotify.com/track/28qA8y1sz0FTuSapsCxNOG?si=fb5382d76b214f47
Rich Spirit,Kendrick Lamar,1,13/05/2022,173702135,96,A#,85,41,43,39,https://open.spotify.com/track/1QPreu0BNOrUfEb8HTd2qG?si=eb6f72c421a7445f
Me Fui de Vacaciones,Bad Bunny,1,06/05/2022,305650299,85,A#,71,43,65,23,https://open.spotify.com/track/28GCbKgjlVD9eDmasGbe0T?si=af251404156e4648
Silent Hill,"Kendrick Lamar, Kodak Black",2,13/05/2022,123216717,140,C#,92,78,57,46,https://open.spotify.com/track/4CSCIrvA4cm03uTL8Ltz49?si=5161dd7600594caa
La Corriente,"Tony Dize, Bad Bunny",2,06/05/2022,479655659,196,B,66,58,79,23,https://open.spotify.com/track/1797zYiX4cKosMH836X9Gt?si=fe5473a5c8f84cb2
Count Me Out,Kendrick Lamar,1,13/05/2022,126191104,134,G,78,51,43,69,https://open.spotify.com/track/6BU1RZexmvJcBjgagVVt3M?si=515207b65f4e4629
Andrea,"Buscabulla, Bad Bunny",2,06/05/2022,344055883,103,C#,80,45,62,76,https://open.spotify.com/track/44XjoNvtwevktFKjvVe1vH?si=acf4c296d4d94e59
Dos Mil 16,Bad Bunny,1,06/05/2022,338422004,130,C#,82,50,67,12,https://open.spotify.com/track/4d4ZXH4dr5bYfgErHiZCX2?si=63f03f72ffcc4295
We Cry Together,"Kendrick Lamar, Taylour Paige",2,13/05/2022,68895644,108,B,65,52,69,31,https://open.spotify.com/track/67XC51nlZncNpHmZ8rOU9a?si=7c2bad1982ef4af3
Savior,"Kendrick Lamar, Sam Dew, Baby Keem",3,13/05/2022,86176890,123,G#,61,66,71,53,https://open.spotify.com/track/5ugciScD8ZOfq1jA9yamPZ?si=e7f08d68e2a84b8e
Un Coco,Bad Bunny,1,06/05/2022,403231558,152,B,84,74,69,21,https://open.spotify.com/track/6VrQTLzzuyGIYjUDe4kAZk?si=da4dccb61a9d487a
Otro Atardecer,"Bad Bunny, The Mar��",2,06/05/2022,319546754,108,D,78,55,60,59,https://open.spotify.com/track/0E0DRHf5PfMeor0ZCwB3oT?si=caabeb2daaf142ac
Worldwide Steppers,Kendrick Lamar,1,13/05/2022,61739839,72,A#,56,56,47,76,https://open.spotify.com/track/66mVPWmFvXPFf8pjK5ttOW?si=ba9e44403cd54b22
Aguacero,Bad Bunny,1,06/05/2022,283359161,121,F#,86,67,65,42,https://open.spotify.com/track/2uflssWlCaJ6CbTMOsUpNI?si=90bae8e494884b78
Purple Hearts,"Kendrick Lamar, Ghostface Killah, Summer Walker",3,13/05/2022,76831876,138,D#,57,71,82,19,https://open.spotify.com/track/1REVvAphiSTJyKQ1fDpHa4?si=f1da913417234720
Un Verano Sin Ti,Bad Bunny,1,06/05/2022,283332261,188,F,50,41,50,69,https://open.spotify.com/track/18HOjcvTVV7W8YzBuOsAPS?si=0d92f31e4bc4445d
ULTRA SOLO,"Polima WestCoast, Pailita",2,14/02/2022,307752576,110,C#,80,26,85,23,https://open.spotify.com/track/0OTNHGKcqQbk51bOYe462Y?si=5dbb22adf3f54fa5
Callaita,"Bad Bunny, Tainy",2,31/05/2019,1304313953,176,D,61,24,62,60,https://open.spotify.com/track/71wFwRo8xGc4lrcyKwsvba?si=76764d527c8d4dcb
Dua Lipa,Jack Harlow,1,06/05/2022,150500965,158,B,83,41,65,0,https://open.spotify.com/track/0LnS7aOdOdI1dNKZqdOLz4?si=037f2a45313245a0
Agosto,Bad Bunny,1,06/05/2022,246127838,115,C#,85,72,58,9,https://open.spotify.com/track/0wihfILRNOwE2156Shezc8?si=cf04e8d52ce64647
House Of Memories,Panic! At The Disco,1,15/01/2016,582863434,110,B,51,48,82,0,https://open.spotify.com/track/2DgdHcjWmO3qd50RzuBLgZ?si=10e0ec0b394c4479
Mr. Morale,"Kendrick Lamar, Tanna Leone",2,13/05/2022,58687425,174,A,73,26,54,30,https://open.spotify.com/track/6CmpZfKUQ2KerzBFZ3QKFr?si=db900b3024d94165
That That (prod. & feat. SUGA of BTS),"PSY, Suga",2,29/04/2022,212109195,130,E,91,91,96,3,https://open.spotify.com/track/7GNRUsU3M4XNDDB9xle5Dz?si=50197d46c0e044b1
In The Stars,Benson Boone,1,29/04/2022,382199619,78,A#,36,30,54,34,https://open.spotify.com/track/1ei3hzQmrgealgRKFxIcWn?si=c3c8ec5fd94d4e84
Rich - Interlude,Kendrick Lamar,1,13/05/2022,41210087,104,G,44,74,42,88,https://open.spotify.com/track/15pyFQHCTVp6T7vaWctSgO?si=0bec08228d5a4d5e
Stefania (Kalush Orchestra),KALUSH,1,10/03/2022,53729194,105,D,83,32,82,14,https://open.spotify.com/track/2vHzOWRKYPLu8umRPIFuOq?si=d9e62ead2c954538
Thousand Miles,The Kid Laroi,1,22/04/2022,244741137,81,G,38,20,66,9,https://open.spotify.com/track/4zMxWSP2qZUy5CBCH5PdzZ?si=7fe08b8decdc4b93
Crown,Kendrick Lamar,1,13/05/2022,42485571,170,C#,37,14,24,80,https://open.spotify.com/track/4zMxWSP2qZUy5CBCH5PdzZ?si=c490cb3d9d6d4d68
Auntie Diaries,Kendrick Lamar,1,13/05/2022,37778188,78,G,43,60,38,76,https://open.spotify.com/track/1uY1X8YeBixs1FdQ3fQ7d4?si=240b85a7539d4d95
PUFFIN ON ZOOTIEZ,Future,1,29/04/2022,254218729,125,G#,88,28,66,6,https://open.spotify.com/track/1qMMYpVatbRITKCfq1gasi?si=29a3b36c55a04edf
Mirror,Kendrick Lamar,1,13/05/2022,53603447,92,E,66,29,65,23,https://open.spotify.com/track/5xoYormSTltk6F9SlQV6mm?si=1f23afc2984d4b0f
Beautiful Girl,Luciano,1,22/04/2022,160035717,140,B,84,61,42,31,https://open.spotify.com/track/2XRn6Qu0Wd1KvOND8JbaTx?si=03910c2aff83445e
Savior - Interlude,Kendrick Lamar,1,13/05/2022,37091576,118,F,66,83,43,84,https://open.spotify.com/track/5G4uLkFKdEZLcuNyeomQmE?si=06972f7a456b40e4
Pasoori,"Shae Gill, Ali Sethi",2,06/02/2022,284249832,92,B,71,67,60,7,https://open.spotify.com/track/7lvDsmTRXFE3dK4OjvRiWB?si=94c408a9535b4365
Mother I Sober (feat. Beth Gibbons of Portishead),"Kendrick Lamar, Beth Gibbons",2,13/05/2022,33381454,140,G#,49,50,37,87,https://open.spotify.com/track/346SJSEbB6pNZMpwovxDiu?si=959eb35248504033
Where Did You Go?,"MNEK, Jax Jones",2,26/01/2022,300983101,127,A#,77,53,78,19,https://open.spotify.com/track/6VLbPuNEvg4GaauNrrHGHL?si=67e74b276052415a
I Tried to Tell Y'all,"Ugly Dray, Tesla Jnr",2,06/05/2022,121077868,96,B,71,37,52,62,https://open.spotify.com/track/6il4TKaQo91RcQTYStCUqJ?si=4dfa7399a4c64ccd
Honest (feat. Don Toliver),"Justin Bieber, Don Toliver",2,29/04/2022,106919680,150,G#,82,82,66,13,https://open.spotify.com/track/2KdKh9vHbKW0tZLqtpxxI0?si=1f5b07d5f9744a0a
ZOOM,Jessi,1,13/04/2022,136996305,100,F#,87,46,60,1,https://open.spotify.com/track/4IaxDf2FixiQXq0mW7key9?si=b4a065aa482341c5
SloMo,Chanel,1,24/12/2021,65719930,105,C#,73,59,81,13,https://open.spotify.com/track/3eUSKY0b01xSAp354rVn8l?si=9fcb5e70ecf049fd
FEARLESS,LE SSERAFIM,1,02/05/2022,229497852,104,G,86,43,62,5,https://open.spotify.com/track/296nXCOv97WJNRWzIBQnoj?si=5115f78b75024d46
10 Things I Hate About You,Leah Kate,1,23/03/2022,185550869,154,G#,54,45,79,1,https://open.spotify.com/track/38LgZDMTGl4l3xFmiXlgZx?si=8ed369190a1343fb
SPACE MAN,Sam Ryder,1,22/02/2022,54682594,80,B,47,33,83,18,https://open.spotify.com/track/3nhGk6VnrDHy67pXvMhdPa?si=4ca77e2567934cd8
With you,"HA SUNG WOON, Jimin",2,24/04/2022,240580042,150,D#,53,14,43,64,https://open.spotify.com/track/5Lgcn7u07bHuqbOtXkN62u?si=f0cbb95785944d15
Iris,The Goo Goo Dolls,1,31/03/1998,1284942608,156,B,32,49,72,0,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs?si=0991786cf9884815
The Heart Part 5,Kendrick Lamar,1,08/05/2022,71423324,98,G#,76,79,81,18,https://open.spotify.com/track/5qbhVL3vB7HwWvb0042B7y?si=670e1a0868c9480e
San Lucas,Kevin Kaarl,1,07/11/2019,244891912,92,G,58,27,36,86,https://open.spotify.com/track/75UMtPC77vqKRwfSuYuNPO?si=568c31415a6045b6
Good Looking,Suki Waterhouse,1,20/10/2017,184706613,150,E,37,27,56,8,https://open.spotify.com/track/0j3mqDTK4Z6lvrLzFCUUz6?si=9a34cacdba4c47fd
Flowers,Lauren Spencer Smith,1,09/08/2021,184826429,138,D#,70,31,44,84,https://open.spotify.com/track/6Z165JvPnS8PYvGW8oLGLc?si=f5d0cea0d2ad450d
Yet To Come,BTS,1,10/06/2022,302006641,172,C#,56,68,89,4,https://open.spotify.com/track/10SRMwb9EuVS1K9rYsBfHQ?si=7577b845572d4ec2
Run BTS,BTS,1,10/06/2022,330881149,77,G#,72,70,82,2,https://open.spotify.com/track/69xohKu8C1fsflYAiSNbwM?si=0998fb6bc0294f77
Music For a Sushi Restaurant,Harry Styles,1,20/05/2022,334733572,107,B,72,36,72,26,https://open.spotify.com/track/5LYMamLv12UPbemOaTPyeV?si=2c981c13f7dd47db
Matilda,Harry Styles,1,20/05/2022,366214458,114,D,51,39,29,90,https://open.spotify.com/track/6uvh0In7u1Xn4HgxOfAn8O?si=bc9df9a8a30f4f1b
For Youth,BTS,1,10/06/2022,114546317,117,D,63,29,51,43,https://open.spotify.com/track/4JzCFEc3O2UEdjKzevvFH5?si=79f4575264024011
Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,1,06/05/2022,448500832,160,G#,80,74,60,8,https://open.spotify.com/track/0hquQWY3xvYqN4qtiquniF?si=e570bb3e2a134295
Cash In Cash Out,"Pharrell Williams, Tyler, The Creator, 21 Savage",4,10/06/2022,136676504,120,G,88,15,56,1,https://open.spotify.com/track/3S68RFe1lsdCdTMPIMJM3X?si=f3519d5b0887423e
Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",3,27/05/2022,190625045,100,B,82,76,70,16,https://open.spotify.com/track/7fYRg3CEbk6rNCuzNzMT06?si=5cb68417ec0d492c
Born Singer,BTS,1,10/06/2022,79095270,158,G#,60,68,84,4,https://open.spotify.com/track/1IthE5GNiRzFN5CVaCa445?si=d0d7f7b5458a4f58
Little Freak,Harry Styles,1,20/05/2022,273194684,142,D#,56,40,54,72,https://open.spotify.com/track/3i058E8uxTsYqJ5NWZzqSj?si=294966fb1c3b4f73
True Love,"Kanye West, XXXTENTACION",2,27/05/2022,194902696,84,F,71,39,86,2,https://open.spotify.com/track/06JvOZ39sK8D8SqiqfaxDU?si=c298d0e03d484ebb
Pass The Dutchie,Musical Youth,1,01/01/1982,195918494,151,G,73,88,67,20,https://open.spotify.com/track/1BkY0N8ChFk2mdLbAUu8ZK?si=318d2badd5f94f06
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",2,08/06/2022,248511839,128,C#,82,42,75,6,https://open.spotify.com/track/4hceSKjrkDTO0nMKFcb3sj?si=3979947649d746fc
Love Of My Life,Harry Styles,1,20/05/2022,233671263,118,G,56,20,54,67,https://open.spotify.com/track/1mw0RgNXIpYRyyCdBQbLgA?si=3e7141cdcc4b4117
Grapejuice,Harry Styles,1,20/05/2022,199587884,183,F,65,88,72,36,https://open.spotify.com/track/4j6kId9QIqhoXvqHKgSKa0?si=2a2fbb052781404a
So Good,Halsey,1,09/06/2022,91781263,83,D#,63,29,62,4,https://open.spotify.com/track/6kxaaIeowajN7w21PfMLbu?si=97cba9519cfa464d
Belly Dancer,"BYOR, Imanbek",2,18/02/2022,383835984,122,C#,85,42,80,6,https://open.spotify.com/track/7fZBQnc0zXwVybgCIrQQil?si=e9d7e5c383434721
Keep Driving,Harry Styles,1,20/05/2022,236060709,165,A,72,90,48,32,https://open.spotify.com/track/2NcQic8JxdjAlAHuNbOIRE?si=0d359fb6ad354250
Cinema,Harry Styles,1,20/05/2022,189236868,106,A,83,90,64,35,https://open.spotify.com/track/35TyJIMR3xRouUuo2sjS6v?si=ec90a18afadb4973
Die Young (feat. 347aidan),"Sleepy hallow, 347aidan",2,25/05/2022,160845341,77,B,81,68,58,83,https://open.spotify.com/track/4wBzWNjUMwQg541J8cAciN?si=55fa64689a95463d
Only Love Can Hurt Like This,Paloma Faith,1,01/01/2014,588955257,91,G#,57,30,89,10,https://open.spotify.com/track/62ke5zFUJN6RvtXZgVH0F8?si=32d30d7ed8a14028
Hold My Hand,Lady Gaga,1,03/05/2022,238350348,148,G,51,21,63,5,https://open.spotify.com/track/0oWraSo5ASJ0h1BEagTyEw?si=af63d946c87b4109
Daydreaming,Harry Styles,1,20/05/2022,187703102,114,E,71,90,81,31,https://open.spotify.com/track/69w5X6uTrOaWM32IetSzvO?si=e59486ea0bb34a7c
Nos Comemos (feat. Ozuna),"Ozuna, Tiago pzk",2,02/06/2022,138334433,92,F#,83,56,82,10,https://open.spotify.com/track/6ojZtz3sZr6ynvejLOqgCj?si=a494c44414e046b7
Me and Your Mama,Childish Gambino,1,10/11/2016,445590495,118,F,56,25,45,1,https://open.spotify.com/track/4AFsRbaLKRWo3dDtjDFA2V?si=e86a3b875ee14515
Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",3,18/03/2022,286739476,123,E,60,46,71,3,https://open.spotify.com/track/1WCEAGGRD066z2Q89ObXTq?si=b0030930a3d94c70
SLOW DANCING IN THE DARK,Joji,1,12/09/2018,1122364376,89,D#,52,28,48,54,https://open.spotify.com/track/6rY5FAWxCdAGllYEOZMbjW?si=40cf5b6929e14389
Antes de Perderte,Duki,1,02/06/2022,157136970,110,F,81,61,93,49,https://open.spotify.com/track/4RtPruLRZbyirtJGqYHPQm?si=5429027e047c475f
295,Sidhu Moose Wala,1,15/05/2021,183273246,90,B,68,54,76,21,https://open.spotify.com/track/5W7DOVGQLTigu09afW7QMT?si=940cb37797cd4055
En El Radio Un Cochinero,Victor Cibrian,1,13/05/2022,164856284,154,F#,70,97,62,47,https://open.spotify.com/track/2NWaWZZLFMcr5P4uI2KvWy?si=16bd09f6a44744d3
Master of Puppets (Remastered),Metallica,1,03/03/1986,704171068,105,E,54,59,83,0,https://open.spotify.com/track/2MuWTIM3b0YEAskbeeFE1i?si=b5795ea529054173
ULTRA SOLO REMIX,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",5,16/06/2022,279717388,110,C#,91,59,82,8,https://open.spotify.com/track/6wtZPYBIXUvCpXwVjMCJBf?si=fc8b8467344446b5
Massive,Drake,1,17/06/2022,195628667,125,E,51,5,68,12,https://open.spotify.com/track/28JBD8p18xNuOfyV7Cotdn?si=b785c214ab24476b
Betty (Get Money),Yung Gravy,1,10/06/2022,221752937,102,C#,73,62,75,0,https://open.spotify.com/track/4cacyP5c3PMlfnyjpg13xW?si=d012b410d5474230
Ojos Marrones,Lasso,1,06/02/2022,263280370,120,G#,81,72,65,4,https://open.spotify.com/track/7gwT3HGL84vF7bgtwL1N88?si=f4967e73ec9b45cc
POP!,Nayeon,1,24/06/2022,213505179,97,D,80,36,86,4,https://open.spotify.com/track/3lOMJTQTd6J34faYwASc33?si=004632282fdb4915
MORE,j-hope,1,01/07/2022,155795783,97,D,78,31,72,1,https://open.spotify.com/track/4XKXphKH76W4zNpkgFS5o2?si=ec010485f4774e51
Sweet Child O' Mine,Guns N' Roses,1,01/01/1987,1553497987,125,F#,45,67,90,9,https://open.spotify.com/track/7snQQk1zcKl8gZ92AnueZW?si=9d6938fc607341e0
Last Last,Burna Boy,1,12/05/2022,293466523,88,D#,80,55,56,13,https://open.spotify.com/track/5YbPxJwPfrj7uswNwoF1pJ?si=b9e8b46d23a0413c
Sticky,Drake,1,17/06/2022,191448892,137,A#,88,8,49,9,https://open.spotify.com/track/4rmVZajAF7PkrCagGPHbqa?si=3bfb954393a7456b
Hot Shit (feat. Ye & Lil Durk),"Kanye West, Lil Durk, Cardi B",3,01/07/2022,85924992,157,A,88,52,69,0,https://open.spotify.com/track/3uJFmluXzYedoJcvhpC1AW?si=506cf07d644244b1
Ai Preto,"L7nnon, DJ Biel do Furduncinho, Bianca",3,03/06/2022,176103902,130,F#,95,83,57,54,https://open.spotify.com/track/5vC8UAOHeG95ehRzZChniB?si=403ca550b70f4d37
La Loto,"Anitta, Tini, Becky G",3,06/07/2022,121189256,90,C#,85,80,83,10,https://open.spotify.com/track/3AbNNvo2OmyeDMvRBgf9vk?si=4704d9f7dbd44cad
die first,Nessa Barrett,1,24/06/2022,131746175,183,G#,44,44,67,7,https://open.spotify.com/track/21szgNA72iLwvBxHQLgwBh?si=929d4ea131734a70
Afraid To Feel,LF System,1,02/05/2022,244790012,128,C#,58,68,91,2,https://open.spotify.com/track/40SBS57su9xLiE1WqkXOVr?si=68f4a029ab4d4502
Baile no Morro,"Mc Vitin Da Igrejinha, MC Tairon, DJ Win",3,10/06/2022,129314708,130,D#,71,78,40,46,https://open.spotify.com/track/0i4UV3HjjvsUuV3BajEXoD?si=897199c2e60a4376
STAYING ALIVE (feat. Drake & Lil Baby),"Drake, DJ Khaled, Lil Baby",3,05/08/2022,170732845,130,E,72,18,46,7,https://open.spotify.com/track/7Ddk8FhoYKdsVoX9AOCPMm?si=ef8d97ec28df4379
GIVENCHY,Duki,1,20/07/2022,185236961,103,G#,61,38,62,14,https://open.spotify.com/track/6bTVP50bbtMtD6RGe2cUoQ?si=31c955dc47634cab
Mary On A Cross,Ghost,1,13/09/2019,387080183,130,B,47,56,90,0,https://open.spotify.com/track/2wBnZdVWa5jVpvYRfGU7rP?si=9bbb652076e742e3
Attention,NewJeans,1,01/08/2022,264717480,105,A#,81,70,65,24,https://open.spotify.com/track/2pIUpMhHL6L9Z5lnKxJJr9?si=41c455444a244724
THE SHADE,Rex Orange County,1,11/03/2022,244928911,120,F,90,73,51,39,https://open.spotify.com/track/1gH1h30wkQdd9zhY3j7a8T?si=e92ba507fdf5449a
"Come Back Home - From ""Purple Hearts""",Sofia Carson,1,12/07/2022,97610446,145,G,56,43,53,24,https://open.spotify.com/track/2mPXui72mlIYR5sQUPZXwP?si=fb698fdc928c45fb
El Rescate,"Grupo Marca Registrada, Junior H",2,22/07/2022,287278853,99,G,79,64,59,28,https://open.spotify.com/track/4w273WCBXwM4P3jTX5HkB2?si=250aa65880464b7e
Heartless,Kanye West,1,01/01/2008,887906111,88,A#,79,66,65,5,https://open.spotify.com/track/4EWCNWgDS8707fNSZ1oaA5?si=f4514e3ac9c24789
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",4,15/07/2022,123473120,126,A,81,90,73,28,https://open.spotify.com/track/5lfWrciYtohtIMVDVZd0Rf?si=c9e614e1bce449da
JGL,"Luis R Conriquez, La Adictiva",2,18/02/2022,323455692,113,G#,70,97,59,55,https://open.spotify.com/track/5kpxVMDvYGRmNqawPqDTYR?si=0cc54a3b7eb24365
Don't You Worry,"David Guetta, Shakira, Black Eyed Peas",3,16/06/2022,240918092,132,B,82,49,88,20,https://open.spotify.com/track/0gYXw7aPoybWFfB7btQ0eM?si=57a010db08a94024
Pipoco,"Melody, Ana Castela, Dj Chris No Beat",3,20/05/2022,191873381,135,G#,77,74,74,47,https://open.spotify.com/track/7AwVSKaQxpidrtYBerkHKk?si=12a1e594394f4089
Forget Me,Lewis Capaldi,1,09/09/2022,239411309,102,C#,67,72,74,30,https://open.spotify.com/track/3iHzKA9HlXf5wsGdsrsnSA?si=b9c86b7d14dd4caf
Bound 2,Kanye West,1,01/01/2013,703301727,149,C#,37,28,66,14,https://open.spotify.com/track/3sNVsP50132BTNlImLx70i?si=f02bbaa1666a47a4
Talk that Talk,TWICE,1,26/08/2022,189476119,120,D#,77,78,91,14,https://open.spotify.com/track/0RDqNCRBGrSegk16Avfzuq?si=6eb11fbd7f7c4d75
BILLIE EILISH.,Armani White,1,20/01/2022,277132266,100,C#,90,75,50,11,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4?si=f07277f8849a4bc6
Ferxxo 100,Feid,1,03/06/2022,278920007,164,G#,70,58,57,25,https://open.spotify.com/track/6ipzb1kHhWIxp1tS0vwqPl?si=5d6da586466f4fc6
